,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
138036,2gMG8,r4b1r/1b2kpp1/1p5p/pB2P3/1n1N4/1P6/1BP2qPP/2KR1R2 b - - 3 23,f2g2 d4f5 e7e6 b5d7,2060,74,94,5776,mate mateIn2 middlegame short,https://lichess.org/iSVFlGvr/black#46,
138041,2gMX5,7k/1q4pp/p2Q4/1pp3N1/4P3/P1P4P/1P3rP1/7K b - - 0 34,h7h6 d6d8 f2f8 d8f8,1546,74,91,372,endgame mate mateIn2 short,https://lichess.org/BQ20YO2P/black#68,
138047,2gN4M,6rk/1pp1nprn/8/p3Q3/4P3/2P5/PP6/1K5R b - - 0 30,e7c6 h1h7 h8h7 e5h5,1180,76,70,102,attraction endgame mate mateIn2 pin sacrifice short,https://lichess.org/34Mye7pP/black#60,
138048,2gN6w,5r2/pB4kp/1p3pp1/1N4q1/3P4/5Q2/PP3PPP/R1r3K1 w - - 1 25,a1c1 g5c1 f3d1 c1d1,599,93,80,250,backRankMate endgame mate mateIn2 short,https://lichess.org/o46PxlYm#49,
138057,2gNyk,6k1/5p2/5Qpp/1p6/1pq5/6nP/6PK/3R4 b - - 9 51,g3f5 d1d8 g8h7 d8h8,950,78,96,4198,endgame mate mateIn2 short,https://lichess.org/vGAcQbts/black#102,
138059,2gO21,2r4k/p5p1/4B2p/q4p1P/8/P1b2Q2/1P3P2/K5RR w - - 1 30,e6c8 a5a3 a1b1 a3b2,1204,75,93,2677,endgame mate mateIn2 pin short,https://lichess.org/toIx9XOK#59,
138067,2gOQ7,7k/pp2q1pp/8/3Q1R2/3P4/8/PPP1rPPP/R5K1 w - - 1 24,d5f3 e2e1 a1e1 e7e1,600,102,87,451,endgame mate mateIn2 short,https://lichess.org/PMRkb34U#47,
138070,2gOqh,8/8/3p1NP1/3Pp1P1/2n5/k7/p7/K7 w - - 2 63,f6e4 c4e3 g6g7 e3c2,2060,127,66,41,endgame knightEndgame mate mateIn2 short,https://lichess.org/eBbiU2Y1#125,
138090,2gQef,r2qk2r/1p1bbn2/2n1p1Q1/pN1pP1Bp/8/P4N2/1PP2PPP/R3R1K1 b kq - 4 16,e7g5 b5d6 e8f8 g6f7,1828,75,94,2162,master mate mateIn2 middlegame short,https://lichess.org/xjz7liDN/black#32,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
138093,2gQjs,k3r2r/p3q1pp/2R5/5p2/8/PQ6/5PPP/2R3K1 w - - 0 36,b3f3 e7e1 c1e1 e8e1,1018,115,71,28,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/YY17Ty46#71,
138108,2gRT4,8/8/6p1/3P4/4P3/kp4rP/3R4/1K6 w - - 0 53,d5d6 g3g1 d2d1 g1d1,598,101,91,515,endgame mate mateIn2 rookEndgame short,https://lichess.org/aaSnWNPe#105,
138109,2gRVP,7R/2r2ppk/5B2/7p/1Q6/3q3P/P4Pb1/6K1 b - - 0 28,h7h8 b4f8 h8h7 f8g7,1064,75,96,2098,endgame mate mateIn2 short,https://lichess.org/xmWQ5uuz/black#56,
138112,2gRfK,6rk/pq3prp/4p3/4Q3/8/1P1p1PP1/P5K1/R6R b - - 1 29,b7e7 h1h7 h8h7 e5h5,1452,76,81,173,attraction endgame mate mateIn2 pin sacrifice short,https://lichess.org/hsVOvdGN/black#58,
138125,2gSLI,7k/1p4pp/3n1q2/pP1Q4/P7/4P2P/2r2PP1/3R2K1 w - - 3 26,d5d6 f6f2 g1h2 f2g2,1294,81,82,203,endgame mate mateIn2 short,https://lichess.org/dO4Yzvk2#51,
138135,2gSvH,2k3rr/1pp5/1pnpp3/4p2n/P3P1N1/2PP1P2/1P1N1RP1/R2Q2Kq w - - 2 20,g1h1 h5g3 h1g1 h8h1,908,83,91,175,doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/W6zwY5Qs#39,
138136,2gSvk,2r3k1/4bpp1/p3p2p/1p1b2q1/8/P2Q1P1P/1P3BP1/1B1R2K1 b - - 1 24,c8c1 d3h7 g8f8 h7h8,1066,75,96,6140,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Olk6Xh07/black#48,
138139,2gTVz,7r/1p1q1bkp/1p1p3n/2rPp1Qp/4P3/3B4/PP4P1/R4RK1 b - - 1 25,f7g6 g5f6 g7g8 f6f8,1024,75,98,3155,mate mateIn2 middlegame short,https://lichess.org/FEA7tzwx/black#50,
138153,2gUqf,6k1/5pp1/1q5p/4Q3/1P6/2P5/3r1PPP/3B1RK1 w - - 1 31,f1e1 b6f2 g1h1 f2g2,1047,75,100,885,endgame mate mateIn2 short,https://lichess.org/Qfyur5W8#61,
138155,2gV3B,6k1/5ppp/R7/b3P3/8/P6P/1r3PP1/6K1 b - - 0 29,a5b6 a6a8 b6d8 a8d8,811,92,89,500,backRankMate endgame mate mateIn2 short,https://lichess.org/0iYPPkos/black#58,
138168,2gVtW,4r2k/pbp3pp/1p3p2/5P2/3R4/3p2P1/6P1/6K1 b - - 1 30,e8e3 d4d8 e3e8 d8e8,629,99,76,632,backRankMate endgame mate mateIn2 short,https://lichess.org/Or4IIDX1/black#60,
138173,2gWEn,2k2r1r/2p5/8/3QP3/3P4/6p1/PP4P1/R5K1 w - - 6 44,a1f1 h8h1 g1h1 f8f1,1517,75,69,766,attraction deflection endgame mate mateIn2 queenRookEndgame short,https://lichess.org/uYvF0oAM#87,
138184,2gX5B,5r2/ppp4p/8/1r2N3/3BNpPk/8/P6P/6K1 b - - 12 34,f4f3 d4f2 h4h3 e4g5,1566,75,73,339,endgame mate mateIn2 short,https://lichess.org/Sd4v0ArG/black#68,
138205,2gZS6,r4rk1/pp1q1pp1/1b1p1n1p/1P2p3/P3Pn2/2P2N2/2BN1P2/R1BQ1R1K w - - 4 18,d2c4 d7h3 f3h2 h3g2,996,115,60,31,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/o27A8L2Z#35,Sicilian_Defense Sicilian_Defense_Lowenthal_Variation
138208,2gZYx,r4rk1/p1p4p/1p2p1R1/4P3/3P1p2/P1PQ1P2/5q1P/6RK b - - 0 23,h7g6 d3g6 g8h8 g6h5,1079,77,88,484,endgame mate mateIn2 short,https://lichess.org/2G92fUpU/black#46,
138210,2gZbw,8/3k1R1p/1p4p1/1r2p3/p2pK1P1/P1b4P/8/5R2 b - - 3 42,d7c6 f1f6 c6c5 f7c7,1363,182,57,26,endgame mate mateIn2 short,https://lichess.org/jhvKKigf/black#84,
138211,2gZeQ,r1b2r2/1p3Rk1/7p/p2B2NQ/P1Pp4/4q1P1/7P/7K b - - 1 26,f8f7 h5f7 g7h8 f7f8,1096,76,82,170,mate mateIn2 middlegame short,https://lichess.org/2pe4XwgG/black#52,
138212,2gZil,5r2/1pq1Np1k/p3R1pp/8/4P1Q1/6PP/5P1K/8 b - - 0 29,f7e6 g4g6 h7h8 g6h6,1024,75,95,1956,deflection endgame master mate mateIn2 short,https://lichess.org/0DnRcS9c/black#58,
138215,2ga2X,1kbr1qr1/1p6/pQp1p2p/N7/PP6/2P3P1/7P/3RR1K1 b - - 12 34,d8d1 a5c6 b8a8 b6a7,1438,74,93,6062,mate mateIn2 middlegame pin queensideAttack short,https://lichess.org/2X8FhJAg/black#68,
138217,2gaKk,6k1/p4ppp/1pq5/1Nn1p3/2P5/4PPP1/P2Q2KP/8 b - - 0 28,a7a6 d2d8 c6e8 d8e8,994,106,54,32,endgame mate mateIn2 short,https://lichess.org/IY1w99r6/black#56,
138218,2gaZf,r4k2/5p1p/1p2p2P/p3P1Q1/2p2PK1/2q5/P5P1/3R4 b - - 0 31,c3c2 d1d8 a8d8 g5d8,1663,76,82,167,endgame mate mateIn2 short,https://lichess.org/ZVshkLYT/black#62,
138233,2gbLe,8/1kp1n3/p2p4/1N1P2rp/4P2q/1Q5b/PPP2RBP/7K b - - 0 28,h4f2 b5d6 b7a8 b3b7,1136,75,99,455,doubleCheck mate mateIn2 middlegame short,https://lichess.org/WKffo4WR/black#56,
138234,2gbOh,r4k1r/4qPp1/p2p4/1p1b1Q2/2pbN3/8/PPP3PP/R4R1K w - - 0 23,f5d5 h8h2 h1h2 e7h4,1468,75,85,639,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/kjmUEcKR#45,
138240,2gbp1,8/pp4k1/2p2r2/3p1Q2/3P4/2P1P3/P2K1P2/6r1 w - - 0 28,f5c8 f6f2 d2d3 g1d1,1071,194,54,16,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/GTLXkg1j#55,
138249,2gclj,r7/2p2pk1/1p1p1np1/p3P3/P1PnP1q1/NP1PQ1P1/3K3R/8 b - - 0 30,d6e5 e3h6 g7g8 h6h8,1128,81,69,42,mate mateIn2 middlegame short,https://lichess.org/CqJ9qo4V/black#60,
138251,2gcqN,5b1r/k5pp/p1R2p2/8/3p1B2/3r4/5PPP/1R4K1 b - - 0 30,d3c3 f4b8 a7a8 c6a6,1509,74,93,979,deflection endgame mate mateIn2 short,https://lichess.org/xWgzrzhE/black#60,
138256,2gdPH,4r1Rk/p1r1Pp1p/5P1P/1p1p1P2/2p5/4K3/Pn6/6R1 b - - 2 44,e8g8 g1g8 h8g8 e7e8q,861,95,87,72,advancedPawn attraction endgame mate mateIn2 promotion short,https://lichess.org/Q6NKizJQ/black#88,
138271,2gePB,8/2p2ppk/3p3p/1p1q4/1PnPN3/3Q3P/1P3PP1/6K1 b - - 6 30,c4b2 e4f6 h7h8 d3h7,1705,74,92,1293,doubleCheck endgame mate mateIn2 short,https://lichess.org/ItcVrt13/black#60,
138289,2gfbx,r3k2r/pp3pbp/2n1p1p1/4N3/1P1qp3/P7/1BP2PPP/R2Q1RK1 b kq - 1 14,d4b2 d1d7 e8f8 d7f7,961,75,100,168,mate mateIn2 middlegame short,https://lichess.org/LHshTRbw/black#28,Caro-Kann_Defense Caro-Kann_Defense_Hillbilly_Attack
138292,2gg2t,4r1k1/pp3ppp/8/1P1P4/2P1q1b1/BQ1pbN2/P5PP/4RK1R w - - 2 22,a3c5 e4f3 g2f3 g4h3,2141,83,60,56,mate mateIn2 middlegame sacrifice short,https://lichess.org/fFGuJiAJ#43,
138300,2ggr9,7k/6bp/5qp1/8/8/Q5P1/Pr3PBP/4R1K1 w - - 2 26,a3e7 f6f2 g1h1 f2g2,1167,75,98,4366,endgame mate mateIn2 short,https://lichess.org/wXOs4sKv#51,
138307,2ghP9,4Q3/1p4p1/2p1R2p/7k/1p1P1K2/4P1P1/2q2P1P/r7 b - - 11 40,g7g6 e6e5 c2f5 e5f5,1749,75,89,1035,endgame mate mateIn2 pin short,https://lichess.org/4fX51KN9/black#80,
138311,2ghnV,6k1/1pp2ppp/p4r2/8/3R4/7P/PPP2PP1/6K1 b - - 0 21,f6e6 d4d8 e6e8 d8e8,594,95,84,529,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/gO4P4q1S/black#42,
138318,2gibu,r6k/6p1/4R2p/7q/8/1P1Q4/2P5/1K6 w - - 1 38,d3e4 h5d1 b1b2 d1a1,1222,79,84,418,endgame mate mateIn2 short,https://lichess.org/RiORZIZq#75,
138330,2gjVn,5rk1/pp3Qpp/8/3r4/8/1P5q/PB6/4RRK1 b - - 0 24,f8f7 e1e8 f7f8 f1f8,694,77,96,1096,endgame mate mateIn2 short,https://lichess.org/2zPIfRwE/black#48,
138336,2gk5I,5k2/3R2Rp/4p3/5r2/2p4B/2P3p1/r6P/6K1 w - - 0 33,g7h7 g3h2 g1h1 f5f1,1564,75,96,11512,advancedPawn endgame mate mateIn2 short,https://lichess.org/5d4QhkzU#65,
138337,2gk83,5rk1/5Qpp/2p5/8/8/2P1P1q1/rP6/2KR1R2 b - - 0 25,f8f7 d1d8 f7f8 f1f8,865,76,100,175,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/qJBzyK0s/black#50,
138340,2gkss,5rk1/p4R1p/4pQp1/8/4q3/P6P/1r3PP1/3R2K1 b - - 0 30,f8f7 d1d8 f7f8 d8f8,1097,75,96,2419,endgame mate mateIn2 short,https://lichess.org/OAQsnRkl/black#60,
138355,2gljR,r4rk1/p1pn4/1p1pp3/8/2PP3q/P3P3/1P1NB1K1/2RQ1R1q w - - 0 23,f1h1 f8f2 g2g1 h4g3,1650,74,94,1164,mate mateIn2 middlegame short,https://lichess.org/pA7DqS7j#45,
138368,2gmMK,2rQ1k2/p4p2/4bNpb/4P3/8/2P5/4q1PP/3R1RK1 b - - 2 29,c8d8 d1d8 f8e7 d8e8,1401,75,91,779,hookMate mate mateIn2 middlegame short,https://lichess.org/8ir1ueb9/black#58,
138375,2gmkl,8/1pkq3p/p7/P3p3/5p2/2P2QrP/1P4P1/6RK w - - 1 38,f3e4 g3h3 g2h3 d7h3,1092,76,100,396,endgame mate mateIn2 sacrifice short,https://lichess.org/wPBI0ujB#75,
138380,2gmw3,1k2r3/ppp5/5q2/3Rn3/3Q1p2/2P2PpN/PP2P3/5K2 b - - 3 27,f6h6 d5d8 e8d8 d4d8,1034,87,92,49,endgame mate mateIn2 queensideAttack short,https://lichess.org/ryUjDX9p/black#54,
138382,2gn8D,8/6kp/p5p1/2p5/5QK1/4rPP1/PPq5/8 w - - 2 51,f4e3 c2f5 g4h4 f5h5,1226,76,82,246,endgame mate mateIn2 queenEndgame short,https://lichess.org/4RJV8qa9#101,
138396,2gnxY,4k1r1/p2rpp1p/8/2p5/8/N1b5/PP4bP/R1B3RK w - - 0 24,g1g2 d7d1 g2g1 d1g1,981,101,89,30,mate mateIn2 middlegame short,https://lichess.org/vCIuOSPF#47,
138400,2goAq,2kr3r/ppq2p2/2P1b2p/8/6n1/P1NP1N2/2P1BPPb/R2QR1K1 w - - 1 18,f3h2 c7h2 g1f1 h2h1,1015,75,100,229,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/4HwK0IS0#35,Scandinavian_Defense Scandinavian_Defense_Boehnke_Gambit
138408,2gpEN,8/p1R2Rkp/1p2pp2/1P6/4Pr2/P7/1r6/6K1 b - - 0 37,g7h6 f7h7 h6g5 c7g7,1268,79,67,119,endgame mate mateIn2 rookEndgame short,https://lichess.org/mlIesPhL/black#74,
138419,2gq66,2k1r1r1/R1p2p2/1nPb3p/4p1p1/1P1pP3/4BP1P/1PP2P2/R6K b - - 7 29,d4e3 a7a8 b6a8 a1a8,927,243,83,12,endgame mate mateIn2 queensideAttack sacrifice short,https://lichess.org/aDYRG5KX/black#58,
138421,2gq73,7k/2Q3p1/7q/8/4N2P/1r1p4/1KbR1P2/7R w - - 0 36,b2a2 h6a6 c7a5 a6a5,978,76,98,1213,mate mateIn2 middlegame short,https://lichess.org/TByU1cvp#71,
138425,2gqYE,8/7k/7p/6Rb/8/1PB2P2/1Pr3PP/7K w - - 3 31,g5h5 c2c1 c3e1 c1e1,607,101,89,369,backRankMate endgame mate mateIn2 short,https://lichess.org/qcT1Ulhy#61,
138432,2gr5B,r3k1r1/pppq1np1/3p2Np/3Pp3/8/4PQ2/PPP3PP/R4RK1 b q - 5 17,f7g5 f3f8 g8f8 f1f8,1353,76,53,110,mate mateIn2 middlegame sacrifice short,https://lichess.org/BMc0qJHq/black#34,Italian_Game Italian_Game_Anti-Fried_Liver_Defense
138438,2grpa,r3r1k1/p1p2pp1/1p1p3p/8/2PPqn2/5N2/P2Q1PPP/R1B3K1 w - - 1 23,d2f4 e4e1 f3e1 e8e1,1207,85,74,54,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/XivhXOlR#45,
138450,2gseQ,6rk/5prp/p1p2Q2/1p3P2/4p3/7R/PPP3PP/3q1RK1 b - - 4 26,d1c2 h3h7 h8h7 f6h4,1345,81,74,90,attraction endgame mate mateIn2 pin sacrifice short,https://lichess.org/DxKt3Q9C/black#52,
138455,2gsys,8/1P1k4/6R1/N2p1rp1/7p/6nP/6P1/6K1 w - - 1 55,g6g5 f5f1 g1h2 f1h1,1546,79,81,148,endgame hookMate mate mateIn2 short,https://lichess.org/y9p05Ude#109,
138460,2gtKD,8/pk1p3r/1p2pR2/1q4r1/3P3P/2P5/R1Q2P2/K7 w - - 0 46,h4g5 h7h1 c2d1 h1d1,886,88,88,530,endgame mate mateIn2 short,https://lichess.org/xFREMm4E#91,
138464,2gthI,4rr1k/R6p/6p1/8/8/4RQ1P/3q2P1/7K b - - 0 33,f8f3 e3e8 f3f8 e8f8,828,93,92,447,endgame hangingPiece mate mateIn2 queenRookEndgame short,https://lichess.org/3n0Cm3Km/black#66,
138468,2gtuX,r4r1k/p1p3p1/bp5p/4P1Q1/3Pp3/4B2R/PPP1p1PP/R5K1 w - - 2 21,a1e1 f8f1 e1f1 e2f1q,699,82,98,1220,advancedPawn kingsideAttack mate mateIn2 middlegame promotion short,https://lichess.org/tc1LIkY3#41,
138481,2gujw,6k1/1R3pp1/1p2N3/4q2p/2r5/1P2bP2/4Q1PP/7K w - - 0 27,b3c4 e5a1 e2d1 a1d1,892,91,88,505,backRankMate endgame mate mateIn2 short,https://lichess.org/5om6E8fz#53,
138482,2guoB,2k5/1p5p/p1b1pNr1/3pP2p/P2P4/1Pq4P/6P1/R2Q2K1 w - - 2 26,g1h2 c3g3 h2g1 g3g2,869,78,100,578,endgame mate mateIn2 short,https://lichess.org/HZXEONAx#51,
138493,2gvfd,7k/5Q2/7p/4P3/2nP1p2/6r1/P1K3r1/R3R3 w - - 4 43,c2c1 g3c3 c1b1 g2b2,1393,95,75,19,endgame mate mateIn2 short,https://lichess.org/jJSS1Hw9#85,
138500,2gwPc,8/1rr2pkp/5p2/p2Rp3/P3P3/8/5PPP/1R4K1 w - - 0 30,b1b7 c7c1 d5d1 c1d1,1072,81,90,114,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/xYdN8Hlm#59,
138538,2gzbw,r1b3k1/2R3p1/p5np/1p1Bn1NQ/8/P5P1/1q3r1P/6RK b - - 0 25,g8h8 h5h6 g7h6 c7h7,1869,122,48,43,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/LnICLj2z/black#50,
138540,2gzfJ,2r2r1k/p6p/1pn5/3B1p2/8/8/P1PB1PPP/1R4K1 b - - 2 23,f8d8 d2c3 c6d4 c3d4,837,91,93,308,doubleBishopMate endgame mate mateIn2 short,https://lichess.org/GRWk2XV6/black#46,
138553,2h0dL,1k6/1b2qp2/rQN1p2p/8/7p/2Pr2P1/5P1P/1R2K3 b - - 1 27,b8a8 b6a6 b7a6 b1b8,1617,75,87,1101,arabianMate clearance mate mateIn2 middlegame sacrifice short,https://lichess.org/NNbR2XVB/black#54,
138566,2h1Jb,3r1r1k/pp1n2pp/2p2q2/2b1P3/2P1R3/1PB5/P1Q3PP/4RNK1 w - - 1 22,g1h1 f6f1 e1f1 f8f1,915,79,94,134,backRankMate master mate mateIn2 middlegame short,https://lichess.org/JaCvxFGi#43,
138576,2h1p5,2r3k1/2Q2ppp/4p3/p7/P7/7P/5PP1/1R4K1 b - - 0 26,c8c7 b1b8 c7c8 b8c8,595,96,85,233,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/eXTWepZb/black#52,
138582,2h2Ue,r6r/p5p1/2nkb3/4p2p/6n1/3P1QK1/PPPB2PP/RN3R2 w - - 0 19,b1c3 h5h4 g3h3 g4f2,1817,75,97,667,doubleCheck mate mateIn2 middlegame short,https://lichess.org/BydcOSqe#37,
138585,2h2rN,6k1/pp2Qpp1/2p2n1p/q2b4/7N/1P1B3P/P4PP1/6K1 b - - 9 26,a5d2 e7d8 f6e8 d8e8,1170,76,88,623,endgame mate mateIn2 short,https://lichess.org/TFzW7JHl/black#52,
138588,2h3Db,r4rk1/ppbbq1p1/2n1pNQ1/3p2N1/1P1Pp3/P7/5PPP/R1B1R1K1 b - - 0 20,f8f6 g6h7 g8f8 h7h8,1053,79,89,169,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/GIUxDj67/black#40,
138602,2h4Ej,2k5/ppp2p1p/8/2b3B1/8/3P2P1/PP3qQP/R3r2K w - - 1 26,a1e1 f2e1 g2f1 e1f1,801,96,91,273,endgame mate mateIn2 short,https://lichess.org/ugLD6lDP#51,
138605,2h4KV,5k2/ppR3b1/1r4r1/8/8/3B4/PPP3pP/R1B3K1 w - - 3 29,c1d2 g7d4 d2e3 d4e3,994,75,100,127,mate mateIn2 middlegame short,https://lichess.org/Iynbncfx#57,
138624,2h5vo,3r4/6kp/p4Np1/1p2b1P1/1Pp5/P3B3/R3nPP1/6K1 w - - 5 30,a2e2 d8d1 e2e1 d1e1,866,92,57,40,endgame mate mateIn2 short,https://lichess.org/DWxOqA5h#59,
138625,2h66r,r2q1r1k/1p3pp1/p1p2n1B/1p1b1N2/3P2P1/5P1P/PP1Q2K1/R4R2 b - - 0 22,g7h6 d2h6 f6h7 h6g7,1017,74,97,1930,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/CXASWx1r/black#44,
138629,2h6Q2,2b2rk1/p5p1/8/3p1q2/3P3p/1PN1RPrP/P3Q1PK/6R1 w - - 9 29,e3e8 g3h3 g2h3 f5h3,1777,74,96,8840,mate mateIn2 middlegame sacrifice short,https://lichess.org/GRN3Hc67#57,
138641,2h77R,r4rk1/1p4p1/2p1Q2p/p3B3/3P1PP1/P1PpP2P/7q/2K5 b - - 1 28,g8h8 e6h6 h8g8 h6g7,1453,74,94,9522,endgame kingsideAttack mate mateIn2 pin short,https://lichess.org/7oQWUyLF/black#56,
138663,2h8dg,5rk1/pp2r3/2p1P2p/6R1/4QPp1/2B3Pq/PP6/6K1 b - - 12 33,h6g5 e4g6 e7g7 g6g7,1117,76,97,3018,endgame mate mateIn2 short,https://lichess.org/NjZkL3Ay/black#66,
138673,2h9SJ,1r5r/p6p/2Q1R1pk/3p4/3P2P1/1KP1R3/P4q1P/8 w - - 2 29,b3a3 f2b2 a3a4 b2a2,1178,75,94,5262,deflection endgame mate mateIn2 short,https://lichess.org/gc5bF7U6#57,
138677,2h9tL,6k1/p1p3pp/1p1p4/3Pp1r1/2P1p3/4PqP1/PPQ2P1K/R4R2 w - - 0 26,f1h1 g5h5 h2g1 f3h1,1377,75,83,146,endgame mate mateIn2 short,https://lichess.org/4UPBXxzv#51,
138681,2hA4z,r3Q2k/p5pp/1pn3r1/2q5/5P2/2P4p/2P2R2/4RN1K b - - 3 27,a8e8 e1e8 c5f8 e8f8,597,112,93,593,backRankMate mate mateIn2 middlegame short,https://lichess.org/LOhCarre/black#54,
138692,2hAzb,3rk2r/pp1n1Npp/2p5/q1b5/2Q1p3/2P3P1/PP3PP1/R3K2R b KQk - 0 18,h8f8 c4e6 c5e7 f7d6,1568,77,92,4453,mate mateIn2 middlegame short,https://lichess.org/bI8dj3NW/black#36,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
138695,2hBLM,8/5p1k/5npp/P2b4/1B6/2PBR1P1/7r/5K2 w - - 2 35,e3e2 h2h1 f1f2 f6g4,1416,75,97,4493,endgame mate mateIn2 short,https://lichess.org/8pnqO2wS#69,
138698,2hBUf,6k1/1p1r2p1/5qQp/2P5/1P6/8/1B4PP/5R1K w - - 0 42,f1f6 d7d1 f6f1 d1f1,625,90,75,93,backRankMate endgame mate mateIn2 short,https://lichess.org/SqVvGfh2#83,
138706,2hBzJ,6k1/2q2pp1/2P1p2p/2Q5/1p1P3R/7P/1r3PP1/6K1 w - - 3 32,d4d5 b2b1 c5c1 b1c1,931,100,93,258,endgame mate mateIn2 short,https://lichess.org/dIPcPSiA#63,
138713,2hCSK,1n5r/R2bk1pq/3p1p2/1p1Pp1p1/1P2R3/1B6/4QPPP/2B3K1 w - - 7 22,e4e3 h7h2 g1f1 h2h1,984,79,94,342,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/OzSiyz7o#43,
138714,2hCV8,r3kb1r/pp1bn1p1/1q2p2p/2p1P3/2Pp3B/1P6/P3BPPP/RN1Q1RK1 b kq - 1 13,e7f5 e2h5 g7g6 h5g6,794,96,89,290,doubleBishopMate mate mateIn2 middlegame short,https://lichess.org/MaUoUe0X/black#26,French_Defense French_Defense_Advance_Variation
138721,2hCtK,1r2r2k/2q1b1pp/p2pQP2/3P4/1p1B1P1P/2p5/PPP5/1K2R2R b - - 0 26,e7f6 e6e8 b8e8 e1e8,607,81,97,436,backRankMate mate mateIn2 middlegame short,https://lichess.org/ySjZl0bo/black#52,
138722,2hCyb,8/6pk/1R3p1p/p1p1r1q1/1pPp4/1P1P1Q1P/1P3PP1/5K2 w - - 19 36,b6b5 g5c1 f3d1 c1d1,943,75,88,214,endgame mate mateIn2 short,https://lichess.org/a5o3msDJ#71,
138723,2hD3W,6k1/pb4pp/1p1qpp2/1P1p4/P2Pn3/N2rPN1P/1Q3PP1/R5K1 w - - 0 24,a3b1 d3d1 f3e1 d1e1,827,77,100,87,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/uP6Laupm#47,
138725,2hDHq,3r2k1/5pbp/3q4/pPn3N1/2R5/2Q4N/P4PPP/1R4K1 w - - 5 28,c3g3 d6d1 b1d1 d8d1,922,80,91,265,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/EAv9K1eV#55,
138727,2hDMt,1Q5k/6pp/2q1r3/p1Pn4/1p1P4/P7/4RPPP/6K1 b - - 1 32,c6e8 b8e8 e6e8 e2e8,834,89,89,778,backRankMate endgame mate mateIn2 short xRayAttack,https://lichess.org/19ivmkWJ/black#64,
138729,2hDlb,4b1k1/6p1/1p4P1/5P2/1P1RK3/8/1r6/8 b - - 0 36,e8a4 d4d8 a4e8 d8e8,622,100,52,202,endgame mate mateIn2 short,https://lichess.org/bdp6c72W/black#72,
138733,2hEWY,r6r/3R4/1k1p3p/3PpP2/Ppp1P2P/1qN1Q3/8/2K5 b - - 1 41,b6a5 d7a7 a8a7 e3a7,1016,75,100,217,endgame mate mateIn2 short,https://lichess.org/n3ZhYCvN/black#82,
138737,2hEho,6k1/Rp1r1p1p/5p2/5N2/2n5/4P2P/5PP1/6K1 b - - 1 27,g8f8 a7a8 d7d8 a8d8,667,82,98,1010,endgame mate mateIn2 short,https://lichess.org/S7Wftr0R/black#54,
138740,2hEr5,6k1/3KR3/2r2rp1/p1p5/2P5/1P1R4/P7/8 w - - 2 56,d3h3 f6d6 d7e8 c6c8,1397,75,92,1190,endgame mate mateIn2 rookEndgame short,https://lichess.org/EEX1oNut#111,
138741,2hEtR,2rr4/4kpp1/p3pq1p/8/1p2Q2P/1N1n1P2/PP6/1KB1R2R w - - 1 30,e1d1 c8c1 d1c1 f6b2,1651,82,83,72,master mate mateIn2 middlegame queensideAttack short,https://lichess.org/PO8MH0tO#59,
138775,2hHbC,r1b2rk1/pp1p3p/2n2nR1/8/3P4/2P1B3/P1QK1P1q/6R1 b - - 0 19,h7g6 c2g6 g8h8 g6g7,1467,76,96,12283,mate mateIn2 middlegame short,https://lichess.org/HUGOjIJY/black#38,Sicilian_Defense Sicilian_Defense_Morphy_Gambit
138782,2hI8M,5r2/5pkp/2q1b3/6RQ/2PR4/6P1/1r4PP/7K b - - 1 27,g7h8 h5h7 h8h7 d4h4,1331,74,88,575,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/gBncKWU8/black#54,
138785,2hIKP,1r4k1/5ppp/4p3/3q4/1p1P4/nNp3QP/5PP1/1R4K1 b - - 4 33,a3b1 g3b8 d5d8 b8d8,666,82,100,198,backRankMate endgame hangingPiece mate mateIn2 short,https://lichess.org/0uUYnQ6X/black#66,
138791,2hIjh,4r2r/pR4Bp/5Rp1/2k5/8/8/PPP3PP/7K w - - 1 29,g7h8 e8e1 f6f1 e1f1,604,105,69,314,backRankMate endgame mate mateIn2 short,https://lichess.org/oYIMpPgz#57,
